,title,url,cleanup_message,categories
422,Dai Matsumoto,https://en.wikipedia.org/wiki/Dai_Matsumoto,"This biography of a living person includes a list of general references , but it lacks sufficient corresponding inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help to improve this article by introducing more precise citations. ( August 2014 ) ( Learn how and when to remove this message )","['Living people', 'Japanese male video game actors', 'Male voice actors from Tokyo', ""Tokyo Actor's Consumer's Cooperative Society voice actors""]"
423,Dai Matsumoto,https://en.wikipedia.org/wiki/Dai_Matsumoto,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['Living people', 'Japanese male video game actors', 'Male voice actors from Tokyo', ""Tokyo Actor's Consumer's Cooperative Society voice actors""]"
424,Ui Miyazaki,https://en.wikipedia.org/wiki/Ui_Miyazaki,"You can help expand this article with text translated from the corresponding article in Japanese . (January 2019) Click [show] for important translation instructions. View a machine-translated version of the Japanese article. Machine translation, like DeepL or Google Translate , is a useful starting point for translations, but translators must revise errors as necessary and confirm that the translation is accurate, rather than simply copy-pasting machine-translated text into the English Wikipedia. Do not translate text that appears unreliable or low-quality. If possible, verify the text with references provided in the foreign-language article. You must provide copyright attribution in the edit summary accompanying your translation by providing an interlanguage link to the source of your translation. A model attribution edit summary is Content in this edit is translated from the existing Japanese Wikipedia article at [[:ja:宮崎羽衣]]; see its history for attribution. You may also add the template {{Translated|ja|宮崎羽衣}} to the talk page . For more guidance, see Wikipedia:Translation .","['Living people', 'Anime musicians', 'Japanese video game actresses', 'Singers from Tokyo', 'Voice actresses from Tokyo', '81 Produce voice actors', '21st-century Japanese singers', '21st-century Japanese women singers', '1981 births', 'Japanese voice actor stubs']"
425,Ui Miyazaki,https://en.wikipedia.org/wiki/Ui_Miyazaki,This section needs expansion . You can help by adding to it . ( January 2019 ),"['Living people', 'Anime musicians', 'Japanese video game actresses', 'Singers from Tokyo', 'Voice actresses from Tokyo', '81 Produce voice actors', '21st-century Japanese singers', '21st-century Japanese women singers', '1981 births', 'Japanese voice actor stubs']"
426,Ui Miyazaki,https://en.wikipedia.org/wiki/Ui_Miyazaki,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['Living people', 'Anime musicians', 'Japanese video game actresses', 'Singers from Tokyo', 'Voice actresses from Tokyo', '81 Produce voice actors', '21st-century Japanese singers', '21st-century Japanese women singers', '1981 births', 'Japanese voice actor stubs']"
427,Takahiro Mizushima,https://en.wikipedia.org/wiki/Takahiro_Mizushima,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['Japanese male voice actors', '1976 births', 'Living people', 'People from Fujisawa, Kanagawa', 'Male actors from Kanagawa Prefecture', '21st-century Japanese male actors']"
428,Takahiro Mizushima,https://en.wikipedia.org/wiki/Takahiro_Mizushima,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['Japanese male voice actors', '1976 births', 'Living people', 'People from Fujisawa, Kanagawa', 'Male actors from Kanagawa Prefecture', '21st-century Japanese male actors']"
429,Shunichi Nagasaki,https://en.wikipedia.org/wiki/Shunichi_Nagasaki,"This article contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this article if you can. ( October 2015 )","['Japanese film directors', 'Living people', '1956 births', 'People from Yokohama', 'Japanese film biography stubs']"
430,Kumiko Nishihara,https://en.wikipedia.org/wiki/Kumiko_Nishihara,"This biography of a living person includes a list of general references , but it lacks sufficient corresponding inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help to improve this article by introducing more precise citations. ( October 2015 ) ( Learn how and when to remove this message )","['1965 births', 'Living people', 'Japanese stage actresses', 'Japanese video game actresses', 'Japanese voice actresses', 'People from Chigasaki, Kanagawa', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Aoni Production voice actors']"
431,Kumiko Nishihara,https://en.wikipedia.org/wiki/Kumiko_Nishihara,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['1965 births', 'Living people', 'Japanese stage actresses', 'Japanese video game actresses', 'Japanese voice actresses', 'People from Chigasaki, Kanagawa', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Aoni Production voice actors']"
432,Kumiko Nishihara,https://en.wikipedia.org/wiki/Kumiko_Nishihara,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['1965 births', 'Living people', 'Japanese stage actresses', 'Japanese video game actresses', 'Japanese voice actresses', 'People from Chigasaki, Kanagawa', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Aoni Production voice actors']"
433,Kumiko Nishihara,https://en.wikipedia.org/wiki/Kumiko_Nishihara,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['1965 births', 'Living people', 'Japanese stage actresses', 'Japanese video game actresses', 'Japanese voice actresses', 'People from Chigasaki, Kanagawa', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Aoni Production voice actors']"
434,Sakura Nogawa,https://en.wikipedia.org/wiki/Sakura_Nogawa,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['1978 births', 'Living people', 'Japanese voice actresses', 'Musicians from Toyohashi', 'Singers from Aichi Prefecture', 'Anime musicians']"
435,Mitsuru Ogata,https://en.wikipedia.org/wiki/Mitsuru_Ogata,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['1961 births', 'Japanese male voice actors', 'Living people', 'Male voice actors from Aomori Prefecture', '20th-century Japanese male actors', '21st-century Japanese male actors', 'Mausu Promotion voice actors']"
436,Makiko Ohmoto,https://en.wikipedia.org/wiki/Makiko_Ohmoto,"This biography of a living person includes a list of general references , but it lacks sufficient corresponding inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help to improve this article by introducing more precise citations. ( October 2015 ) ( Learn how and when to remove this message )","['1973 births', 'Living people', 'Aoni Production voice actors', 'Voice actresses from Okayama Prefecture', 'Japanese video game actresses', 'Mother (video game series)', 'People from Kurashiki']"
437,Makiko Ohmoto,https://en.wikipedia.org/wiki/Makiko_Ohmoto,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['1973 births', 'Living people', 'Aoni Production voice actors', 'Voice actresses from Okayama Prefecture', 'Japanese video game actresses', 'Mother (video game series)', 'People from Kurashiki']"
438,Ryōko Ono,https://en.wikipedia.org/wiki/Ry%C5%8Dko_Ono,"This biography of a living person includes a list of general references , but it lacks sufficient corresponding inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help to improve this article by introducing more precise citations. ( October 2015 ) ( Learn how and when to remove this message )","['1977 births', 'Living people', 'Voice actresses from Yokohama', 'Japanese voice actor stubs']"
439,Ryōko Ono,https://en.wikipedia.org/wiki/Ry%C5%8Dko_Ono,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['1977 births', 'Living people', 'Voice actresses from Yokohama', 'Japanese voice actor stubs']"
440,Sumie Sakai (voice actress),https://en.wikipedia.org/wiki/Sumie_Sakai_(voice_actress),"This biography of a living person includes a list of references , related reading , or external links , but its sources remain unclear because it lacks inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help improve this article by introducing more precise citations. ( January 2024 ) ( Learn how and when to remove this message )","['1945 births', 'Living people', ""Tokyo Actor's Consumer's Cooperative Society voice actors"", 'Voice actresses from Tokyo', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Japanese voice actor stubs']"
441,Sumie Sakai (voice actress),https://en.wikipedia.org/wiki/Sumie_Sakai_(voice_actress),"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['1945 births', 'Living people', ""Tokyo Actor's Consumer's Cooperative Society voice actors"", 'Voice actresses from Tokyo', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Japanese voice actor stubs']"
442,Shinnosuke Tachibana,https://en.wikipedia.org/wiki/Shinnosuke_Tachibana,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['1978 births', 'Living people', 'Japanese male video game actors', 'Japanese male voice actors', 'Male voice actors from Gifu Prefecture', 'People from Gifu', 'Production Baobab voice actors', '20th-century Japanese male actors', '21st-century Japanese male actors', '21st-century Japanese singers', '21st-century Japanese male singers']"
443,Yūki Tai,https://en.wikipedia.org/wiki/Y%C5%ABki_Tai,"You can help expand this article with text translated from the corresponding article in Japanese . (May 2018) Click [show] for important translation instructions. View a machine-translated version of the Japanese article. Machine translation, like DeepL or Google Translate , is a useful starting point for translations, but translators must revise errors as necessary and confirm that the translation is accurate, rather than simply copy-pasting machine-translated text into the English Wikipedia. Do not translate text that appears unreliable or low-quality. If possible, verify the text with references provided in the foreign-language article. You must provide copyright attribution in the edit summary accompanying your translation by providing an interlanguage link to the source of your translation. A model attribution edit summary is Content in this edit is translated from the existing Japanese Wikipedia article at [[:ja:泰勇気]]; see its history for attribution. You may also add the template {{Translated|ja|泰勇気}} to the talk page . For more guidance, see Wikipedia:Translation .","['1977 births', 'Living people', 'Japanese people of Vietnamese descent', 'Male voice actors from Tokyo', 'Japanese voice actor stubs']"
444,Yūki Tai,https://en.wikipedia.org/wiki/Y%C5%ABki_Tai,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['1977 births', 'Living people', 'Japanese people of Vietnamese descent', 'Male voice actors from Tokyo', 'Japanese voice actor stubs']"
445,Naozumi Takahashi,https://en.wikipedia.org/wiki/Naozumi_Takahashi,"This biography of a living person needs additional citations for verification . Please help by adding reliable sources . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately from the article and its talk page, especially if potentially libelous . Find sources: ""Naozumi Takahashi"" – news · newspapers · books · scholar · JSTOR ( October 2020 ) ( Learn how and when to remove this message )","['Japanese male voice actors', '1971 births', 'Living people', 'Male voice actors from Iwate Prefecture', 'Singers from Iwate Prefecture', 'People from Ōshū, Iwate', '21st-century Japanese singers', '21st-century Japanese male singers']"
446,Naozumi Takahashi,https://en.wikipedia.org/wiki/Naozumi_Takahashi,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['Japanese male voice actors', '1971 births', 'Living people', 'Male voice actors from Iwate Prefecture', 'Singers from Iwate Prefecture', 'People from Ōshū, Iwate', '21st-century Japanese singers', '21st-century Japanese male singers']"
447,Ryōko Tanaka,https://en.wikipedia.org/wiki/Ry%C5%8Dko_Tanaka,"This biography of a living person includes a list of general references , but it lacks sufficient corresponding inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help to improve this article by introducing more precise citations. ( October 2015 ) ( Learn how and when to remove this message )","['1973 births', 'Living people', 'Voice actresses from Tokyo', 'Japanese video game actresses', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Arts Vision voice actors']"
448,Ryōko Tanaka,https://en.wikipedia.org/wiki/Ry%C5%8Dko_Tanaka,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['1973 births', 'Living people', 'Voice actresses from Tokyo', 'Japanese video game actresses', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Arts Vision voice actors']"
449,Yōko Teppōzuka,https://en.wikipedia.org/wiki/Y%C5%8Dko_Tepp%C5%8Dzuka,"This biography of a living person includes a list of references , related reading , or external links , but its sources remain unclear because it lacks inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help improve this article by introducing more precise citations. ( October 2015 ) ( Learn how and when to remove this message )","['Living people', 'Voice actresses from Ibaraki Prefecture', 'Aoni Production voice actors', '20th-century Japanese actresses', '21st-century Japanese actresses', '1964 births', 'Japanese voice actor stubs']"
450,Yōko Teppōzuka,https://en.wikipedia.org/wiki/Y%C5%8Dko_Tepp%C5%8Dzuka,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['Living people', 'Voice actresses from Ibaraki Prefecture', 'Aoni Production voice actors', '20th-century Japanese actresses', '21st-century Japanese actresses', '1964 births', 'Japanese voice actor stubs']"
451,Naomi Wakabayashi,https://en.wikipedia.org/wiki/Naomi_Wakabayashi,"This biography of a living person includes a list of general references , but it lacks sufficient corresponding inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help to improve this article by introducing more precise citations. ( October 2015 ) ( Learn how and when to remove this message )","['1975 births', 'Living people', 'Voice actresses from Tottori Prefecture', 'Japanese video game actresses', 'Japanese voice actor stubs']"
452,Naomi Wakabayashi,https://en.wikipedia.org/wiki/Naomi_Wakabayashi,"This filmography contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this filmography if you can. ( October 2015 )","['1975 births', 'Living people', 'Voice actresses from Tottori Prefecture', 'Japanese video game actresses', 'Japanese voice actor stubs']"
453,"Walcha, New South Wales","https://en.wikipedia.org/wiki/Walcha,_New_South_Wales",This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( October 2015 ),"['Towns in New South Wales', 'Walcha, New South Wales', 'Towns in New England (New South Wales)', 'Walcha Shire']"
454,Takumi Yamazaki,https://en.wikipedia.org/wiki/Takumi_Yamazaki,"This biography of a living person includes a list of general references , but it lacks sufficient corresponding inline citations . Contentious material about living persons that is unsourced or poorly sourced must be removed immediately , especially if potentially libelous or harmful. Please help to improve this article by introducing more precise citations. ( October 2015 ) ( Learn how and when to remove this message )","['1964 births', 'Living people', 'Japanese male video game actors', 'Male voice actors from Tokyo', '20th-century Japanese male actors', '21st-century Japanese male actors']"
455,Takumi Yamazaki,https://en.wikipedia.org/wiki/Takumi_Yamazaki,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( October 2015 )","['1964 births', 'Living people', 'Japanese male video game actors', 'Male voice actors from Tokyo', '20th-century Japanese male actors', '21st-century Japanese male actors']"
456,Appalachian Duets,https://en.wikipedia.org/wiki/Appalachian_Duets,"This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Appalachian Duets"" – news · newspapers · books · scholar · JSTOR ( July 2015 ) ( Learn how and when to remove this message )","['2001 compositions', 'Compositions for two violins']"
457,Appalachian Duets,https://en.wikipedia.org/wiki/Appalachian_Duets,This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),"['2001 compositions', 'Compositions for two violins']"
458,ARM11,https://en.wikipedia.org/wiki/ARM11,This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),"['ARM processors', '32-bit microprocessors']"
459,ARM11,https://en.wikipedia.org/wiki/ARM11,This list is incomplete ; you can help by adding missing items . ( December 2011 ),"['ARM processors', '32-bit microprocessors']"
460,ARM11,https://en.wikipedia.org/wiki/ARM11,This section does not cite any sources . Please help improve this section by adding citations to reliable sources . Unsourced material may be challenged and removed . ( November 2015 ) ( Learn how and when to remove this message ),"['ARM processors', '32-bit microprocessors']"
461,Bigg Boss Halla Bol,https://en.wikipedia.org/wiki/Bigg_Boss_Halla_Bol,This article has multiple issues. Please help improve it or discuss these issues on the talk page . ( Learn how and when to remove these messages ) This article needs to be updated . Please help update this article to reflect recent events or newly available information. ( October 2015 ) This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ) ( Learn how and when to remove this message ),"['Bigg Boss (Hindi TV series)', 'Colors TV original programming', '2015 Indian television seasons']"
462,Bigg Boss Halla Bol,https://en.wikipedia.org/wiki/Bigg_Boss_Halla_Bol,This article needs to be updated . Please help update this article to reflect recent events or newly available information. ( October 2015 ),"['Bigg Boss (Hindi TV series)', 'Colors TV original programming', '2015 Indian television seasons']"
463,Bigg Boss Halla Bol,https://en.wikipedia.org/wiki/Bigg_Boss_Halla_Bol,This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),"['Bigg Boss (Hindi TV series)', 'Colors TV original programming', '2015 Indian television seasons']"
464,Food writing,https://en.wikipedia.org/wiki/Food_writing,This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),"['Food writers', 'Food-related literary genres']"
465,Tetsuya Iwanaga (voice actor),https://en.wikipedia.org/wiki/Tetsuya_Iwanaga_(voice_actor),"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['Living people', '20th-century Japanese male actors', '21st-century Japanese male actors', 'Japanese male video game actors', 'Japanese male voice actors', 'Male voice actors from Tokyo Metropolis']"
466,Tetsuya Kakihara,https://en.wikipedia.org/wiki/Tetsuya_Kakihara,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1982 births', 'Living people', 'Male actors from Düsseldorf', 'Anime singers', 'German expatriates in Japan', 'German people of Japanese descent', 'Japanese male pop singers', 'Japanese male video game actors', 'Japanese male voice actors', 'Lantis (company) artists', '21st-century Japanese male actors', '21st-century Japanese singers', '21st-century Japanese male singers', '81 Produce voice actors']"
467,Taeko Kawata,https://en.wikipedia.org/wiki/Taeko_Kawata,"You can help expand this article with text translated from the corresponding article in Japanese . (April 2017) Click [show] for important translation instructions. View a machine-translated version of the Japanese article. Machine translation, like DeepL or Google Translate , is a useful starting point for translations, but translators must revise errors as necessary and confirm that the translation is accurate, rather than simply copy-pasting machine-translated text into the English Wikipedia. Do not translate text that appears unreliable or low-quality. If possible, verify the text with references provided in the foreign-language article. You must provide copyright attribution in the edit summary accompanying your translation by providing an interlanguage link to the source of your translation. A model attribution edit summary is Content in this edit is translated from the existing Japanese Wikipedia article at [[:ja:川田妙子]]; see its history for attribution. You may also add the template {{Translated|ja|川田妙子}} to the talk page . For more guidance, see Wikipedia:Translation .","['1965 births', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Japanese video game actresses', 'Living people', 'Sega people', 'Voice actresses from Tokyo']"
468,Taeko Kawata,https://en.wikipedia.org/wiki/Taeko_Kawata,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1965 births', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Japanese video game actresses', 'Living people', 'Sega people', 'Voice actresses from Tokyo']"
469,Motomu Kiyokawa,https://en.wikipedia.org/wiki/Motomu_Kiyokawa,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1935 births', '2022 deaths', '20th-century Japanese male actors', '21st-century Japanese male actors', 'Deaths from pneumonia in Japan', 'Japanese male video game actors', 'Japanese male voice actors', 'Male voice actors from Kanagawa Prefecture', ""Tokyo Actor's Consumer's Cooperative Society voice actors"", 'Actors from Kanagawa Prefecture']"
470,Roman Catholic Diocese of Knin,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Knin,This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),"['Catholic titular sees in Europe', 'Former Roman Catholic dioceses in Croatia']"
471,Kotono Mitsuishi,https://en.wikipedia.org/wiki/Kotono_Mitsuishi,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1967 births', 'Living people', 'Arts Vision voice actors', 'Japanese stage actresses', 'Japanese video game actresses', 'People from Nagareyama', 'Voice actresses from Saitama Prefecture', 'Voice actresses from Tokyo', '20th-century Japanese actresses', '21st-century Japanese actresses']"
472,Kotono Mitsuishi,https://en.wikipedia.org/wiki/Kotono_Mitsuishi,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1967 births', 'Living people', 'Arts Vision voice actors', 'Japanese stage actresses', 'Japanese video game actresses', 'People from Nagareyama', 'Voice actresses from Saitama Prefecture', 'Voice actresses from Tokyo', '20th-century Japanese actresses', '21st-century Japanese actresses']"
473,Ken Narita,https://en.wikipedia.org/wiki/Ken_Narita,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1964 births', 'Living people', 'Japanese male video game actors', 'Japanese male voice actors', 'Male voice actors from Saitama Prefecture', '20th-century Japanese male actors', '21st-century Japanese male actors']"
474,Chikao Ohtsuka,https://en.wikipedia.org/wiki/Chikao_Ohtsuka,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1929 births', '2015 deaths', 'Aoni Production voice actors', 'Japanese male musical theatre actors', 'Japanese male video game actors', 'Male voice actors from Tokyo', 'People from Setagaya', '20th-century Japanese male actors', '21st-century Japanese male actors']"
475,Saleban Abdalle,https://en.wikipedia.org/wiki/Saleban_Abdalle,"This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Saleban Abdalle"" – news · newspapers · books · scholar · JSTOR ( March 2014 ) ( Learn how and when to remove this message )","['Somali clans', 'Somali clans in Ethiopia']"
476,Saleban Abdalle,https://en.wikipedia.org/wiki/Saleban_Abdalle,This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),"['Somali clans', 'Somali clans in Ethiopia']"
477,Surre (clan),https://en.wikipedia.org/wiki/Surre_(clan),"This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Surre"" clan – news · newspapers · books · scholar · JSTOR ( November 2015 ) ( Learn how and when to remove this message )",['Somali clans']
478,Surre (clan),https://en.wikipedia.org/wiki/Surre_(clan),This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),['Somali clans']
479,Fujiko Takimoto,https://en.wikipedia.org/wiki/Fujiko_Takimoto,"This article contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this article if you can. ( November 2015 )","['Living people', 'Arts Vision voice actors', 'Japanese video game actresses', 'Voice actresses from Osaka Prefecture', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Japanese voice actor stubs']"
480,Fujiko Takimoto,https://en.wikipedia.org/wiki/Fujiko_Takimoto,"You can help expand this article with text translated from the corresponding article in Japanese . (March 2015) Click [show] for important translation instructions. View a machine-translated version of the Japanese article. Machine translation, like DeepL or Google Translate , is a useful starting point for translations, but translators must revise errors as necessary and confirm that the translation is accurate, rather than simply copy-pasting machine-translated text into the English Wikipedia. Do not translate text that appears unreliable or low-quality. If possible, verify the text with references provided in the foreign-language article. You must provide copyright attribution in the edit summary accompanying your translation by providing an interlanguage link to the source of your translation. A model attribution edit summary is Content in this edit is translated from the existing Japanese Wikipedia article at [[:ja:瀧本富士子]]; see its history for attribution. You may also add the template {{Translated|ja|瀧本富士子}} to the talk page . For more guidance, see Wikipedia:Translation .","['Living people', 'Arts Vision voice actors', 'Japanese video game actresses', 'Voice actresses from Osaka Prefecture', '20th-century Japanese actresses', '21st-century Japanese actresses', 'Japanese voice actor stubs']"
481,Tomahawk Theatre Company,https://en.wikipedia.org/wiki/Tomahawk_Theatre_Company,"This article needs additional citations for verification . Please help improve this article by adding citations to reliable sources . Unsourced material may be challenged and removed. Find sources: ""Tomahawk Theatre Company"" – news · newspapers · books · scholar · JSTOR ( November 2015 ) ( Learn how and when to remove this message )","['Theatre production companies', 'Theatre in Oxford', '2005 in theatre', '2005 establishments in England', 'Arts organizations established in 2005']"
482,Tomahawk Theatre Company,https://en.wikipedia.org/wiki/Tomahawk_Theatre_Company,This article may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( November 2015 ),"['Theatre production companies', 'Theatre in Oxford', '2005 in theatre', '2005 establishments in England', 'Arts organizations established in 2005']"
483,Kōji Totani,https://en.wikipedia.org/wiki/K%C5%8Dji_Totani,"This section contains a list that has not been properly sorted . Specifically, it does not follow the Manual of Style for lists of works (often, though not always, due to being in reverse-chronological order). See MOS:LISTSORT for more information. Please improve this section if you can. ( November 2015 )","['1948 births', '2006 deaths', 'Japanese male video game actors', 'Japanese male voice actors', 'Male voice actors from Nagoya', 'Tokai University alumni', 'Aoni Production voice actors']"
484,Arts in Seattle,https://en.wikipedia.org/wiki/Arts_in_Seattle,This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( December 2015 ),"['Culture of Seattle', 'Tourist attractions in Seattle']"
485,Arts in Seattle,https://en.wikipedia.org/wiki/Arts_in_Seattle,This section may contain unverified or indiscriminate information in embedded lists . Please help clean up the lists by removing items or incorporating them into the text of the article. ( December 2015 ),"['Culture of Seattle', 'Tourist attractions in Seattle']"
